age,job,marital,education,default,balance,housing,loan,day_of_week,month,duration,campaign,pdays,previous,y
26,technician,single,tertiary,no,813,yes,no,29,may,140,3,-1,0,no
38,management,married,,no,76,no,no,16,mar,261,1,-1,0,yes
35,unemployed,single,tertiary,no,415,no,no,4,feb,649,1,176,1,yes
44,management,married,tertiary,no,38,no,no,22,aug,98,5,-1,0,no
30,technician,divorced,secondary,no,3100,yes,no,21,may,154,4,-1,0,no
30,admin.,married,secondary,no,1265,yes,yes,26,may,414,2,-1,0,yes
48,entrepreneur,single,tertiary,no,318,yes,no,5,feb,1017,4,-1,0,yes
34,services,divorced,secondary,no,89,yes,no,15,may,1871,4,-1,0,yes
25,technician,single,secondary,no,4859,no,no,12,jan,227,1,-1,0,yes
37,blue-collar,married,secondary,no,125,no,no,26,may,679,2,-1,0,yes
27,self-employed,married,secondary,no,-220,yes,no,26,may,138,2,-1,0,no
33,technician,married,secondary,no,180,no,no,4,aug,561,1,435,3,yes
31,management,married,tertiary,no,6138,no,no,19,jun,241,5,-1,0,no
45,self-employed,married,tertiary,no,0,yes,yes,15,jul,372,4,-1,0,no
43,technician,married,tertiary,no,2643,no,no,12,aug,188,3,100,5,yes
44,blue-collar,married,secondary,no,1127,no,no,16,jun,399,1,-1,0,no
39,technician,married,secondary,no,3494,yes,no,19,aug,344,4,-1,0,no
37,technician,married,secondary,no,480,no,no,22,oct,344,2,182,8,yes
53,admin.,divorced,secondary,no,592,yes,no,13,may,151,1,-1,0,no
30,blue-collar,single,secondary,no,4,no,no,15,apr,692,1,-1,0,no
28,services,single,tertiary,no,2474,yes,no,22,jul,262,1,-1,0,no
40,self-employed,single,tertiary,no,10346,no,no,15,jun,491,2,207,1,yes
46,management,married,tertiary,no,349,no,no,15,feb,295,2,616,1,yes
61,retired,divorced,primary,no,3624,no,no,25,nov,342,1,-1,0,yes
58,retired,married,secondary,no,1230,no,no,20,may,420,1,87,1,yes
37,entrepreneur,single,tertiary,no,108,no,no,11,jun,157,6,-1,0,no
25,blue-collar,single,secondary,no,335,yes,no,13,may,164,1,-1,0,no
57,blue-collar,married,secondary,no,2887,no,no,21,aug,819,10,-1,0,yes
36,unemployed,married,secondary,no,1453,no,no,6,jun,386,1,-1,0,no
59,retired,divorced,primary,no,81,yes,no,5,may,107,1,-1,0,no
42,blue-collar,married,secondary,no,443,yes,no,2,jun,671,5,-1,0,yes
32,management,single,tertiary,no,1882,no,no,25,aug,497,5,-1,0,yes
31,technician,married,secondary,yes,-463,yes,no,28,may,210,1,-1,0,no
39,technician,married,secondary,no,328,no,no,6,jun,188,7,-1,0,no
38,blue-collar,married,secondary,no,622,yes,no,21,may,611,2,-1,0,yes
36,management,single,secondary,no,0,no,no,19,nov,537,3,-1,0,no
39,unemployed,married,secondary,no,74,yes,no,28,jul,71,6,-1,0,no
54,unemployed,married,secondary,no,582,yes,no,15,may,693,5,372,2,yes
46,admin.,married,secondary,no,974,no,no,17,mar,178,1,-1,0,yes
45,technician,married,primary,no,-63,yes,no,20,apr,847,5,-1,0,no
35,management,married,tertiary,no,8000,no,no,13,may,331,1,90,3,yes
34,management,single,tertiary,no,1058,yes,no,28,may,864,2,-1,0,yes
31,unemployed,single,tertiary,no,302,no,no,3,feb,349,1,357,3,yes
37,blue-collar,married,primary,no,1455,yes,no,21,may,165,2,-1,0,no
46,admin.,divorced,secondary,no,2196,no,no,28,jul,573,5,-1,0,yes
35,admin.,divorced,secondary,no,1085,no,no,5,jun,199,1,86,7,yes
27,technician,single,tertiary,no,2781,yes,no,24,may,168,1,389,1,yes
40,management,divorced,tertiary,no,290,yes,no,27,may,184,1,-1,0,no
43,services,married,secondary,no,-236,yes,no,28,jul,745,7,-1,0,yes
60,technician,married,secondary,no,10925,no,no,23,oct,270,3,185,1,yes
43,self-employed,married,tertiary,yes,310,yes,no,11,may,84,7,-1,0,no
38,blue-collar,married,secondary,no,2685,no,no,20,jun,22,12,-1,0,no
33,management,single,tertiary,no,224,no,no,8,mar,241,2,-1,0,yes
35,management,married,tertiary,no,244,yes,no,19,nov,138,1,-1,0,no
46,blue-collar,divorced,secondary,no,168,yes,no,20,apr,255,1,336,4,no
28,blue-collar,married,primary,no,519,yes,no,18,may,82,9,-1,0,no
46,blue-collar,married,secondary,no,1147,yes,no,20,apr,720,1,-1,0,yes
42,admin.,divorced,secondary,no,63,no,no,16,may,88,6,-1,0,no
34,management,single,tertiary,no,268,no,no,7,sep,587,1,-1,0,yes
38,services,married,secondary,no,-32,yes,no,7,may,154,2,-1,0,no
41,blue-collar,divorced,primary,no,138,yes,no,18,jul,640,3,-1,0,yes
39,admin.,married,secondary,no,-982,yes,yes,19,nov,287,3,117,2,no
29,blue-collar,married,secondary,no,2378,yes,yes,20,apr,239,1,276,6,no
30,unemployed,married,tertiary,no,4696,yes,no,25,jul,172,1,-1,0,no
46,management,divorced,tertiary,no,-154,yes,yes,29,jan,150,2,247,2,no
31,services,single,secondary,no,-205,no,no,1,sep,481,1,579,1,yes
31,admin.,single,secondary,no,437,yes,yes,4,jun,173,14,-1,0,no
33,unemployed,married,secondary,no,-144,no,no,30,jul,481,3,-1,0,yes
38,technician,married,secondary,no,0,no,no,8,jul,635,1,-1,0,yes
74,retired,married,secondary,no,1714,no,no,17,feb,127,1,-1,0,yes
50,unemployed,married,secondary,no,193,yes,no,18,jun,305,6,-1,0,no
38,management,married,secondary,no,1066,yes,no,28,jul,78,2,-1,0,no
39,blue-collar,single,tertiary,no,172,yes,no,9,feb,125,2,183,2,yes
33,technician,single,secondary,no,199,no,no,18,aug,178,4,-1,0,no
34,management,single,tertiary,no,212,no,no,25,mar,278,8,-1,0,yes
45,technician,married,secondary,no,2776,yes,no,27,jul,287,2,181,1,yes
61,management,married,secondary,no,985,no,no,18,aug,998,6,-1,0,yes
51,blue-collar,married,primary,no,581,no,no,25,aug,121,4,-1,0,no
59,services,married,secondary,no,2965,yes,no,13,may,1970,3,-1,0,yes
39,management,married,tertiary,no,28433,no,no,13,aug,247,2,-1,0,no
43,technician,single,tertiary,no,4243,yes,no,23,may,30,10,-1,0,no
39,blue-collar,married,primary,no,813,yes,no,8,may,117,2,-1,0,no
40,management,married,tertiary,no,66,no,no,13,aug,737,4,-1,0,yes
31,blue-collar,single,secondary,no,259,yes,no,19,may,287,1,-1,0,no
56,blue-collar,married,secondary,no,1119,yes,no,14,aug,265,2,-1,0,no
58,retired,married,tertiary,no,2199,no,no,21,oct,65,1,-1,0,no
59,blue-collar,married,secondary,no,-162,yes,yes,20,jun,122,1,-1,0,no
33,services,single,secondary,no,100,yes,no,14,may,11,8,297,7,no
51,technician,divorced,secondary,no,-471,no,no,26,aug,169,2,-1,0,no
48,technician,divorced,secondary,no,94,yes,no,12,may,87,2,-1,0,no
30,technician,single,tertiary,no,178,yes,no,8,may,234,1,-1,0,no
33,admin.,married,tertiary,no,882,no,no,21,oct,39,1,151,3,no
51,housemaid,married,tertiary,no,6700,yes,yes,20,apr,64,4,-1,0,no
31,admin.,married,secondary,no,307,yes,no,9,may,538,1,-1,0,yes
56,unemployed,married,primary,no,3391,no,no,21,apr,243,1,-1,0,yes
55,blue-collar,married,,no,7561,no,no,6,jun,685,3,-1,0,yes
47,admin.,single,secondary,no,-874,yes,no,30,jul,528,2,-1,0,no
32,technician,married,secondary,no,1568,no,no,12,aug,161,6,-1,0,no
34,management,single,tertiary,no,6766,no,no,28,aug,210,5,-1,0,no
41,services,married,secondary,no,1836,yes,yes,15,apr,139,1,-1,0,no
31,management,single,secondary,no,202,yes,no,8,jul,167,1,62,1,yes
57,retired,married,secondary,no,1044,no,no,12,jul,567,1,182,3,yes
34,admin.,married,tertiary,no,79,yes,no,5,aug,203,1,92,5,yes
79,retired,divorced,secondary,no,631,no,no,9,aug,440,5,182,3,no
58,services,married,primary,no,2946,yes,no,14,may,467,1,-1,0,yes
64,retired,married,primary,no,493,no,no,17,apr,108,1,-1,0,no
28,management,single,tertiary,no,788,yes,yes,18,may,169,1,-1,0,no
30,technician,single,secondary,no,486,no,no,28,jan,335,3,-1,0,no
51,blue-collar,married,primary,no,7098,no,no,6,aug,1471,7,-1,0,yes
58,management,married,tertiary,no,3864,yes,no,15,jul,815,4,-1,0,yes
30,management,single,tertiary,no,398,no,no,30,apr,554,1,6,2,yes
33,self-employed,married,secondary,no,47,no,no,19,aug,168,2,-1,0,no
34,admin.,single,secondary,no,63,yes,no,17,apr,678,1,-1,0,yes
37,services,single,secondary,no,2,yes,no,4,feb,220,1,-1,0,no
22,technician,single,secondary,no,283,yes,no,22,mar,254,2,-1,0,yes
60,management,married,tertiary,no,759,no,no,14,aug,136,2,-1,0,no
41,blue-collar,married,primary,no,246,no,no,19,jun,683,3,-1,0,yes
43,housemaid,single,primary,no,800,yes,no,13,may,902,1,-1,0,yes
59,technician,married,secondary,no,1,no,no,15,apr,159,2,378,3,yes
45,entrepreneur,single,tertiary,no,1678,no,no,16,jun,133,2,-1,0,no
26,management,single,tertiary,no,390,no,no,7,aug,325,1,-1,0,yes
31,technician,married,secondary,no,54,no,no,20,nov,775,1,-1,0,no
42,management,divorced,tertiary,no,9,yes,no,21,jul,509,1,-1,0,no
54,blue-collar,divorced,primary,no,-182,no,no,9,jul,98,1,-1,0,no
33,unemployed,married,secondary,no,1211,no,no,11,feb,535,1,188,1,yes
43,technician,married,tertiary,no,1201,yes,yes,13,aug,84,3,-1,0,no
48,management,single,tertiary,no,1437,yes,yes,17,jun,34,2,-1,0,no
33,technician,single,tertiary,no,1393,yes,no,18,jul,1127,3,-1,0,yes
36,admin.,single,secondary,no,0,yes,no,21,nov,139,2,-1,0,no
32,technician,single,tertiary,no,-770,yes,no,18,may,618,1,-1,0,yes
30,blue-collar,married,secondary,no,365,no,no,1,jul,381,4,-1,0,no
58,blue-collar,divorced,primary,no,1299,no,no,12,aug,58,1,-1,0,no
51,blue-collar,married,secondary,no,955,no,yes,17,dec,221,3,-1,0,yes
58,retired,married,secondary,no,4,no,yes,6,aug,147,1,-1,0,no
35,management,single,tertiary,no,704,no,no,21,apr,164,1,-1,0,yes
46,management,divorced,tertiary,no,558,no,no,6,jul,319,1,-1,0,yes
31,management,married,tertiary,no,4761,yes,no,20,may,239,2,-1,0,no
58,entrepreneur,married,primary,no,1249,no,no,5,feb,187,1,-1,0,no
72,retired,married,secondary,no,1129,no,no,26,aug,186,1,-1,0,yes
26,self-employed,divorced,secondary,no,165,yes,no,29,jul,162,4,-1,0,no
27,student,single,secondary,no,2614,no,no,8,apr,143,2,-1,0,yes
36,self-employed,divorced,tertiary,no,1354,yes,no,14,may,1723,1,356,2,yes
21,admin.,single,secondary,no,325,yes,no,16,may,467,1,-1,0,no
53,blue-collar,married,primary,no,95,yes,no,29,may,53,3,-1,0,no
56,blue-collar,married,primary,no,379,no,no,13,aug,58,5,-1,0,no
36,unemployed,single,tertiary,no,953,yes,no,22,may,169,1,94,2,no
40,self-employed,married,tertiary,no,271,yes,no,11,aug,265,4,-1,0,no
34,management,single,tertiary,no,-362,yes,yes,20,apr,7,6,-1,0,no
43,blue-collar,married,secondary,no,576,yes,yes,13,may,148,1,-1,0,no
31,management,married,tertiary,no,1812,no,no,4,nov,138,1,84,2,no
33,management,single,tertiary,no,718,yes,no,29,jun,271,1,84,3,yes
48,services,married,secondary,no,1355,no,no,4,jul,134,2,-1,0,no
32,admin.,single,tertiary,no,-59,no,yes,4,jul,192,1,-1,0,no
35,management,married,tertiary,no,76,no,no,5,may,283,1,362,9,no
31,admin.,single,tertiary,no,383,no,yes,6,feb,119,1,214,1,no
29,admin.,single,secondary,no,731,no,no,14,apr,107,3,-1,0,yes
49,blue-collar,married,secondary,no,406,yes,yes,7,aug,253,2,-1,0,no
32,blue-collar,married,primary,no,4,yes,no,26,may,76,5,-1,0,no
45,technician,married,secondary,no,497,yes,no,20,apr,72,1,321,2,no
53,admin.,married,secondary,no,-197,yes,yes,15,may,178,1,-1,0,no
33,services,single,tertiary,no,-104,no,yes,14,jul,231,2,-1,0,no
30,admin.,single,secondary,no,732,yes,no,28,jan,445,1,223,1,no
45,management,married,tertiary,no,7620,yes,no,5,may,85,8,-1,0,no
35,technician,married,secondary,no,0,no,no,14,jul,460,3,-1,0,no
53,retired,divorced,tertiary,no,599,yes,no,13,may,322,3,-1,0,no
25,self-employed,single,tertiary,no,42,yes,no,5,jun,149,1,94,1,yes
55,management,divorced,tertiary,no,2383,no,no,3,jun,591,2,-1,0,yes
36,blue-collar,married,secondary,no,1055,yes,no,4,feb,62,1,-1,0,no
46,admin.,married,secondary,no,517,yes,no,5,may,29,3,-1,0,no
56,retired,married,secondary,no,277,no,no,4,aug,143,1,-1,0,no
29,management,single,secondary,no,417,no,no,7,oct,90,1,-1,0,no
78,retired,married,primary,no,2735,no,no,26,feb,418,2,-1,0,no
28,technician,single,secondary,no,389,yes,no,11,may,15,7,-1,0,no
47,entrepreneur,married,secondary,no,2192,yes,no,17,nov,134,1,-1,0,no
35,management,single,tertiary,no,1750,yes,no,21,apr,333,3,-1,0,yes
30,management,divorced,tertiary,no,415,yes,yes,6,may,984,1,343,4,yes
47,management,single,tertiary,no,86,no,no,2,feb,1086,1,-1,0,yes
38,technician,married,secondary,no,976,yes,no,18,may,32,8,308,3,no
36,technician,single,secondary,no,1521,yes,no,16,jun,243,2,-1,0,no
32,admin.,married,secondary,no,752,yes,no,6,may,519,2,166,5,yes
31,technician,single,secondary,no,2544,no,no,12,jan,229,1,279,2,yes
34,blue-collar,single,primary,no,246,no,no,3,jun,81,5,-1,0,no
50,management,married,tertiary,no,1477,yes,no,18,nov,283,2,-1,0,no
44,technician,married,secondary,no,370,no,yes,29,aug,64,4,-1,0,no
57,retired,married,primary,no,592,no,yes,28,jul,87,5,-1,0,no
53,blue-collar,married,primary,no,421,yes,no,20,nov,677,1,-1,0,yes
34,services,married,secondary,no,5,yes,no,21,jul,59,4,-1,0,no
59,blue-collar,divorced,primary,no,1320,no,no,9,jun,522,1,-1,0,no
43,unemployed,single,tertiary,no,983,yes,no,26,feb,97,1,-1,0,yes
31,technician,married,secondary,no,40,yes,no,20,nov,294,2,-1,0,no
40,management,married,tertiary,yes,0,no,no,28,jul,165,5,-1,0,no
32,technician,single,tertiary,no,1625,no,no,22,may,796,1,109,1,yes
43,admin.,divorced,secondary,no,738,yes,no,21,nov,585,4,191,4,no
21,admin.,single,secondary,no,524,no,no,26,may,185,1,-1,0,yes
35,unemployed,single,secondary,yes,-126,no,no,19,nov,168,1,-1,0,no
54,technician,married,secondary,no,10185,no,no,12,feb,251,1,186,3,yes
37,technician,divorced,secondary,no,284,yes,no,11,may,182,5,-1,0,no
32,blue-collar,married,secondary,no,333,yes,no,8,may,501,2,-1,0,yes
30,blue-collar,married,primary,no,25,yes,no,13,may,51,1,-1,0,no
53,technician,married,secondary,no,-725,yes,no,27,may,1205,1,-1,0,yes
53,unemployed,married,secondary,no,1561,no,no,20,nov,689,2,-1,0,no
34,management,single,tertiary,no,2159,no,no,18,feb,386,1,-1,0,yes
30,technician,married,tertiary,no,541,yes,no,26,may,414,2,-1,0,yes
78,retired,married,tertiary,no,1204,no,no,17,nov,135,1,-1,0,yes
45,admin.,married,secondary,yes,-106,yes,yes,7,may,553,3,288,1,yes
53,blue-collar,married,,no,2509,no,no,22,may,231,2,-1,0,yes
53,management,married,tertiary,no,1624,no,no,5,feb,158,3,-1,0,yes
34,technician,married,secondary,no,0,yes,no,3,feb,146,1,91,2,no
34,admin.,divorced,secondary,no,627,yes,no,7,may,283,2,-1,0,no
31,unemployed,married,secondary,no,375,yes,no,17,apr,218,1,-1,0,no
56,management,divorced,tertiary,no,10532,no,no,7,aug,324,1,-1,0,yes
50,admin.,divorced,secondary,no,363,yes,no,16,may,1340,1,-1,0,yes
40,blue-collar,single,primary,no,-187,yes,no,5,feb,160,1,-1,0,no
32,blue-collar,married,secondary,no,596,yes,no,14,jul,397,3,-1,0,no
39,services,single,secondary,no,1048,yes,no,14,may,149,1,-1,0,no
51,admin.,single,secondary,no,726,yes,no,27,apr,89,8,-1,0,yes
39,management,married,tertiary,no,494,no,no,9,sep,216,1,183,5,yes
57,blue-collar,married,secondary,no,668,no,no,17,nov,508,4,-1,0,no
33,management,married,tertiary,no,255,yes,no,21,jul,75,2,-1,0,no
31,management,married,tertiary,no,83,no,no,29,jan,300,1,-1,0,no
32,blue-collar,married,secondary,no,34,yes,no,5,may,321,2,-1,0,no
46,blue-collar,married,primary,no,225,no,no,22,aug,157,6,-1,0,no
56,blue-collar,married,secondary,no,302,no,yes,4,aug,378,2,-1,0,no
43,management,married,tertiary,no,1429,yes,no,7,may,1030,1,169,3,yes
46,management,divorced,tertiary,no,770,yes,no,16,may,94,1,-1,0,no
37,admin.,married,secondary,no,3226,yes,yes,24,jul,226,3,-1,0,no
26,unemployed,single,secondary,no,622,no,no,28,jan,1451,2,-1,0,yes
36,unemployed,married,tertiary,no,39385,no,no,1,oct,120,1,-1,0,no
35,services,divorced,secondary,no,204,yes,no,17,nov,295,1,186,9,no
39,admin.,single,secondary,no,2749,yes,no,8,may,104,1,170,1,no
28,technician,single,tertiary,no,-123,no,yes,23,jul,690,1,-1,0,yes
58,admin.,married,secondary,no,2160,yes,yes,5,may,1090,1,-1,0,yes
54,retired,single,secondary,no,10621,no,no,30,jul,187,2,-1,0,no
49,admin.,single,secondary,no,981,yes,no,21,nov,10,3,-1,0,no
32,management,single,tertiary,no,312,no,no,26,may,208,2,98,2,yes
53,admin.,married,secondary,no,459,no,no,5,apr,558,1,-1,0,yes
45,blue-collar,divorced,primary,no,-207,no,no,15,jul,878,2,-1,0,yes
44,technician,married,secondary,no,1901,no,no,6,aug,165,2,-1,0,no
52,management,married,secondary,no,4873,no,no,6,feb,381,6,213,9,no
36,technician,divorced,secondary,no,253,yes,no,17,apr,54,1,-1,0,no
52,blue-collar,married,primary,no,-637,yes,yes,12,may,161,5,174,2,no
47,retired,single,primary,no,3033,no,no,8,sep,293,1,-1,0,yes
53,services,married,primary,no,-166,no,yes,28,jul,70,4,-1,0,no
32,admin.,single,secondary,no,197,no,no,28,jan,205,3,-1,0,no
39,management,married,tertiary,no,947,no,no,8,aug,124,2,-1,0,no
